16,1355,87,103,1,0
16,1355,87,103,0,0
46,1355,123,106,1,0
46,1355,123,106,0,0
16,1355,94,69,1,0
16,1355,94,69,0,0
21,1355,175,726,1,0
21,1355,175,726,0,0
16,1355,109,166,1,0
16,1355,109,166,0,0
16,1355,61,24,1,0
16,1355,61,24,0,0
16,1355,269,2575,1,0
16,1355,269,2575,0,0
16,1355,160,607,1,0
16,1355,160,607,0,0
16,1355,138,457,1,0
16,1355,138,457,0,0
16,1355,74,19,1,0
16,1355,74,19,0,0
78,1355,279,2415,1,2
78,1355,279,2415,0,0
16,1358,59,6,1,0
16,1358,59,6,0,0
16,1355,74,19,1,0
16,1355,74,19,0,0
16,1355,98,547,1,0
16,1355,98,547,0,2
16,1355,72,4,1,0
16,1355,72,4,0,0
38,1355,265,2263,1,0
38,1355,265,2263,0,0
16,1355,125,276,1,0
16,1355,125,276,0,0
16,1355,111,423,1,0
16,1355,111,423,0,0
16,1355,126,487,1,0
16,1355,126,487,0,0
16,1355,270,4475,1,0
16,1355,270,4475,0,0
16,1355,116,309,1,0
16,1355,116,309,0,0
16,1355,87,272,1,0
16,1355,87,272,0,0
16,1355,106,229,1,0
16,1355,106,229,0,0
16,1355,65,78,1,0
16,1355,65,78,0,0
16,1355,104,360,1,0
16,1355,104,360,0,0
16,1355,111,224,1,0
16,1355,111,224,0,0
17,1355,84,119,1,0
17,1355,84,119,0,0
20,1355,134,420,1,0
20,1355,134,420,0,0
16,1355,145,591,1,0
16,1355,145,591,0,0
16,1355,164,1015,1,0
16,1355,164,1015,0,0
16,1355,97,138,1,0
16,1355,97,138,0,0
16,1355,74,19,1,0
16,1355,74,19,0,0
16,1355,70,19,1,0
16,1355,70,19,0,0
16,1355,204,1435,1,0
16,1355,204,1435,0,0
16,1355,116,279,1,0
16,1355,116,279,0,0
16,1355,70,19,1,0
16,1355,70,19,0,0
16,1355,139,452,1,0
16,1355,139,452,0,0
16,1355,101,353,1,0
16,1355,101,353,0,0
16,1355,98,161,1,0
16,1355,98,161,0,0
16,1355,115,352,1,0
16,1355,115,352,0,0
16,1355,248,2187,1,0
16,1355,248,2187,0,0
76,1355,118,244,1,0
76,1355,118,244,0,0
16,1355,74,19,1,0
16,1355,74,19,0,0
16,1355,70,19,1,0
16,1355,70,19,0,0
16,1355,131,736,1,0
16,1355,131,736,0,0
16,1355,98,129,1,0
16,1355,98,129,0,0
16,1355,107,486,1,0
16,1355,107,486,0,0
16,1355,73,16,1,0
16,1355,73,16,0,0
18,1355,121,341,1,0
18,1355,121,341,0,0
16,1355,84,50,1,0
16,1355,84,50,0,0
52,1355,285,2553,1,0
52,1355,285,2553,0,0
16,1355,109,242,1,0
16,1355,109,242,0,0
16,1355,70,19,1,0
16,1355,70,19,0,0
41,1355,119,253,1,0
41,1355,119,253,0,0
18,1355,99,198,1,0
18,1355,99,198,0,0
16,1355,99,115,1,0
16,1355,99,115,0,0
16,1355,74,19,1,0
16,1355,74,19,0,0
16,1355,97,490,1,0
16,1355,97,490,0,0
16,1355,97,166,1,0
16,1355,97,166,0,0
16,1355,70,19,1,0
16,1355,70,19,0,0
16,1355,70,19,1,0
16,1355,70,19,0,0
16,1355,90,74,1,0
16,1355,90,74,0,0
16,1355,102,517,1,0
16,1355,102,517,0,0
16,1355,61,88,1,0
